Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points
Vensotec Systemkemi AB,1994,0.05523783,0.139399806,0.028481013,0,0.165232358,0,0,23.68970223
PINTURAS MONTÓ,23163,0.014646394,0.057115198,0.053797468,0.016393443,0.027538726,0.046705054,0,23.67370358
First National Company Plc.,1508,0.152601479,0.079380445,0,0,0.240963855,0,0,23.64728897
SIOF DISTRIBUZIONE PIGMENTI SRL,1431,0.100850886,0.236205227,0,0,0.13253012,0,0,23.47931169
Mermaid Bubble,22277,0.030966662,0.068731849,0.082278481,0,0.037865749,0,0,23.33390919
Chemes Ky,16952,0.011298647,0.004840271,0.056962025,0.049180328,0.025817556,0,0,23.32629433
Teknos AG,20160,0.061514856,0.116166505,0.056962025,0,0.060240964,0,0,23.2885213
J. Sigel & Sohn GmbH,21572,0.029571767,0.069699903,0.028481013,0.032786885,0.115318417,0.00268666,0,23.25174996
UAB Utenos Trikotažas,20261,0.048263356,0.034849952,0.037974684,0.032786885,0.084337349,0.006001413,0,23.1249879
Carboline Polska sp. z o.o.,13463,0.012554052,0.017424976,0.028481013,0.06557377,0.034423408,0.010551357,0,23.08621411
EURL Ker Kibell,21046,0.040172967,0.082284608,0.044303797,0.016393443,0.089500861,0.00268714,0,23.0060838
Chromos-Svjetlost d.o.o.,28787,0.054540382,0.122942885,0.037974684,0,0.12908778,0,0,22.92348904
AVESORO HOLDINGS,34546,0.076440229,0.06195547,0.056962025,0,0.08777969,0,0,22.70117449
POLİN KİMYASAN.TİC.A.Ş.,16542,0.018831078,0.041626331,0.063291139,0.032786885,0.006884682,0,0,22.58270944
DuPont Specialty Products GmbH & Co. KG,15754,0.037243688,0.132623427,0.006329114,0.049180328,0.058519793,0,0,22.52123378
3-S MÜHENDISLIK,25817,0.041707351,0.057115198,0.056962025,0,0.122203098,0,0,22.44368745
Arcanum Chemical & Consultancy,21098,0.11019668,0.096805421,0.022151899,0,0.153184165,0,0,22.43969307
"COMERCIAL COLL VILA 324,S.L.",3011,0.047426419,0.017424976,0.018987342,0.049180328,0.063683305,0.023512476,0,22.41151652
"UROŠ RUPAR s.p., inženiring in projektiranje",23228,0.044357651,0.038722168,0.063291139,0.016393443,0.04475043,0,0,22.32842886
Hygefpro GmbH,34448,0.03417492,0.399806389,0,0,0.012048193,0,0,22.30147509
VITO Irmen GmbH,17086,0.013948947,0.021297193,0.041139241,0.049180328,0.04302926,0,0,21.97768364
POLL CHIMIC SRL,5070,0.025387083,0.079380445,0.044303797,0.016393443,0.091222031,0,0,21.938926
AMIK ITALIA S.P.A.,19208,0.033756451,0.101645692,0.044303797,0,0.122203098,0,0,21.74102158
Polres Polyester Boya ve Kimya San Tic. Ltd. Şti.,14450,0.042823267,0.05517909,0.047468354,0,0.146299484,0,0,21.70876291
TEKNOVA MATBAACILIK KIMYA SANAYI VE TICARET A.S.,7046,0.020365462,0.004840271,0.034810127,0.049180328,0.070567986,0,0,21.58677687
Sfinx-E OÜ,21144,0.035988283,0.078412391,0.053797468,0,0.101549053,0,0,21.55698004
Transmare Chemie,4181,0.13390989,0.216844143,0.003164557,0,0.067125645,0,0,21.52689532
Hungary Musashi Ltd.,10162,0.016320268,0.038722168,0.041139241,0.032786885,0.075731497,0.002025019,0,21.5264237
SAWEX S.A,15748,0.052169061,0.154888674,0.041139241,0,0.058519793,0,0,21.50672452
Saponia d.d. Osijek,22474,0.035709304,0.152952565,0.034810127,0,0.101549053,0,0,21.47257145
Cerâmica do Liz sa,6434,0.009903752,0.01839303,0.041139241,0.049180328,0.037865749,0.000627299,0,21.43477015
CHEMIBAY (Eurotex),17898,0.001115916,0,0.056962025,0.049180328,0.00172117,0,0,21.37032494
"Repsol Polimeros, Unipessoal, Limitada",17078,0.019807505,0.046466602,0.015822785,0.016393443,0.060240964,0.085972489,0,21.36624789
Heinrich König GmbH & Co.KG,20897,0.092481518,0.082284608,0.025316456,0,0.149741824,0,0,21.28868864
Brenntag,15427,0.033059004,0.224588577,0.003164557,0,0.154905336,0,0,21.26055722
Unisil Hungary Kft.,23485,0.035709304,0.083252662,0.022151899,0.016393443,0.149741824,0.000281243,0,21.17238213
Akoni Kimya Bilgi Teknolojileri San.ve Tic.A.Ş,22761,0.043381225,0.157792836,0.018987342,0,0.146299484,0,0,21.17114559
Heraeus Deutschland GmbH,2064,0.020504952,0.058083253,0.037974684,0.032786885,0.055077453,0.002071337,0,21.04273034
EKOLINE SRL,30647,0.04714744,0.081316554,0.050632911,0,0.089500861,0,0,21.02482501
Practicosa S.A.,30551,0.050495188,0.068731849,0.053797468,0,0.08605852,0,0,21.02377149
BI-QEM SA,22653,0.027618915,0.07357212,0.060126582,0,0.077452668,0,0,20.95750159
Vodoservice d.o.o.,34440,0.037383178,0.059051307,0.041139241,0,0.156626506,0,0,20.88089762
404 Kimya A.S,25772,0.059004045,0.049370765,0.056962025,0,0.080895009,0,0,20.85589599
SERDİL KİMYA İÇ DIŞ TİCARET SANAYİ LİMİTED ŞİRKETİ,18282,0.019110057,0.027105518,0.082278481,0,0.04130809,0,0,20.83187943
Drogas Vigo SL,13535,0.003068768,0.000968054,0.018987342,0.032786885,0.005163511,0.09996801,0,20.81166311
HSH Chemie,1369,0.001255405,0.005808325,0.101265823,0,0.003442341,0,0,20.77846812
SREM Technologies,24688,0.021620868,0.0803485,0.069620253,0,0.034423408,0,0,20.74368939
Belgo Prism SA,30809,0.04212582,0.069699903,0.041139241,0,0.137693632,0,0,20.70381582
econ-systems GmbH,20944,0.030966662,0.133591481,0.041139241,0,0.084337349,0,0,20.67262273
SEVEN POOLS CANARIAS,23459,0.032082578,0.074540174,0.060126582,0,0.065404475,0,0,20.62667781
TOMCHEM F.H.U,31377,0.032501046,0.051306873,0.069620253,0,0.049913941,0,0,20.61014367
BASF SE,1011,0.02106291,0.032913843,0.015822785,0.032786885,0.120481928,0.021366496,0,20.58151765
KAYALAR KIMYA SAN. ve TIC. A.S.,1004,0.023015762,0.032913843,0.082278481,0,0.022375215,0,0,20.37093723
BARPIMO,24457,0.028316362,0.094869313,0.022151899,0.016393443,0.099827883,0.013995521,0,20.2592983
Intermexim S.L.,27654,0.098340075,0.047434656,0.03164557,0,0.13253012,0,0,20.24435653
SWIF GmbH,20736,0.040730925,0.112294288,0.047468354,0,0.061962134,0,0,20.24303826
Berdica Cement,3138,0.075045334,0.092933204,0.041139241,0,0.072289157,0,0,20.24123285
"BIOKOSMETIKOS MANUFAKTŪRA,UAB",21988,0.043799693,0.085188771,0.053797468,0,0.060240964,0,0,20.22096505
RC TRITEC AG,21040,0.010182731,0.076476283,0.028481013,0.032786885,0.065404475,0.002933661,0,20.15012015
XATICO Group Sàrl.,17492,0.078532571,0.049370765,0.022151899,0.016393443,0.120481928,0.000166613,0,20.14499277
"LLC ""NEVOKHIM PLANT""",34329,0.066675966,0.071636012,0.037974684,0,0.111876076,0,0,20.10433937
Taç Boya San ve tic ltd şti,16240,0.029153299,0.11035818,0.028481013,0.016393443,0.080895009,0,0,19.99521544
Univar Solutions AG,9437,0.027758404,0.034849952,0.018987342,0.032786885,0.074010327,0.028071017,0,19.99288127
ELANTAS Europe s.r.l.,20504,0.017994141,0.133591481,0.015822785,0,0.184165232,0,0,19.95209971
IKON Innovation - Kingspan,12161,0.052727019,0.07357212,0.034810127,0,0.13080895,0,0,19.81742978
Famico Trading Limited,34811,0.051750593,0.178121975,0.012658228,0,0.115318417,0,0,19.79119478
TPF Industrie,29171,0.047007951,0.066795741,0.060126582,0,0.04130809,0,0,19.7809055
Ermaksan Makina Disli Yedek Parca San Ve Tic Ltd Sti,30240,0.07086065,0.084220716,0.047468354,0,0.049913941,0,0,19.74343628
PUR SI SIMPLU IND SRL,14996,0.02092342,0.097773475,0.060126582,0,0.034423408,0,0,19.68133163
SPESİFİK KİMYA LTD. ŞTİ.,24197,0.027897894,0.022265247,0.075949367,0,0.039586919,0,0,19.6773764
BOTZ GmbH,19929,0.035430325,0.157792836,0.006329114,0.032786885,0.04302926,1.33E-05,0,19.63715381
"TETSUTANI & CO.,LTD.",1458,0.113265448,0.186834463,0.006329114,0,0.067125645,0,0,19.62710062
DMRSÜREN KİMYA LTD ŞTİ,19455,0.056911703,0.026137464,0.060126582,0.016393443,0.00172117,0,0,19.54252184
"U. T. Químicos, Lda",25154,0.018970568,0.037754114,0.060126582,0,0.092943201,0,0,19.50871062
EVKLab,16855,0.015483331,0.045498548,0.082278481,0,0,0,0,19.50479015
ARSEKOL CONSTRUCTION CHEMICALS A.Ş.,29149,0.042823267,0.204259439,0.009493671,0,0.104991394,0,0,19.50243915
Fluorochemika Poland,5246,0.021481378,0.105517909,0.050632911,0,0.060240964,0,0,19.48859483
LLC Fabrika Krasoty Bel,19174,0.03417492,0.029041626,0.066455696,0,0.060240964,0,0,19.46401474
Chemiartis SA,18743,0.021760357,0.037754114,0.018987342,0.032786885,0.067125645,0.027559981,0,19.44284932
Ravago Chemicals Austria GmbH,17750,0.025247594,0.136495644,0.03164557,0,0.099827883,0,0,19.40766995
Plasti Chemie Produktions GmbH,21441,0.017575673,0.016456922,0.028481013,0.032786885,0.067125645,0.020673591,0,19.37885067
Kissel + Wolf GmbH,16690,0.039893988,0.148112294,0.025316456,0,0.098106713,0,0,19.36894088
VELVA PC,14517,0.01562282,0.058083253,0.060126582,0,0.072289157,0,0,19.32507794
"Valresa Coatings, S.A.",23215,0.025526573,0.072604066,0.056962025,0,0.060240964,0,0,19.31098518
Purkem kimya sanayi tic ltd.sti.,20185,0.030966662,0.048402711,0.063291139,0,0.053356282,0,0,19.29451059
Einhorn Werke,20739,0.01311201,0.024201355,0.047468354,0.032786885,0.027538726,0,0,19.29365252
KIROPLASTEIO I. M. KASTORIAS,30272,0.069326266,0.180058083,0.012658228,0,0.084337349,0,0,19.2177305
SIMYACIBASI KIMYA INSAAT TAAHHUT SANAYI VE TICARET LIMITED SIRKETI,15381,0.035988283,0.06195547,0.053797468,0,0.070567986,0,0,19.1850806
PROGINTEC,32910,0.040033477,0.104549855,0.053797468,0,0.022375215,0,0,19.10742104
Ahmet alkan mühendislik ithalat ihracat ltd şti,24869,0.048263356,0.086156825,0.034810127,0,0.108433735,0,0,19.10472111
Goat-Tech GmbH,15404,0.008927326,0.019361084,0.037974684,0.049180328,0.005163511,0,0,19.10359835
Pitura doo,18605,0.020644441,0.102613746,0.03164557,0,0.13080895,0,0,19.03247081
Quimidroga,1258,0.099455991,0.109390126,0.015822785,0,0.108433735,0,0,19.02854955
Acros Organics BVBA,2214,0.013530478,0.141335915,0.003164557,0,0.211703959,0,0,18.96142899
Stea s.r.l.,19187,0.030966662,0.115198451,0.041139241,0,0.067125645,0,0,18.89238603
Mistok LTD TURKEY,4090,0.046589482,0.077444337,0.053797468,0,0.037865749,0,0,18.85447208
OSİB Boya Ltd Şti,14376,0.004742642,0.010648596,0.041139241,0.049180328,0,0,0,18.83347559
SARL INOKIMIA,16715,0.031245641,0.074540174,0.053797468,0,0.055077453,0,0,18.80265706
Dousselin,16990,0.02622402,0.072604066,0.060126582,0,0.036144578,0,0,18.77394967
Metakim Kimya San. ve Tic.Ltd.Şti,11309,0.019249547,0.001936108,0.03164557,0.049180328,0.030981067,0,0,18.77351561
Setas Kimya,7386,0.022457804,0.119070668,0.034810127,0,0.094664372,0,0,18.77166752
MEGARA RESINS ANASTASSIOS FANIS S.A,8803,0.040591435,0.118102614,0.034810127,0,0.077452668,0,0,18.76936116
Domomat,28047,0.029711257,0.063891578,0.037974684,0,0.127366609,0,0,18.64340891
COGNIZANT CHEMICAL PVT LTD,17509,0.059422514,0.034849952,0.060126582,0,0.037865749,0,0,18.63222715
Brenntag SpA Polymers,20866,0.023992189,0.022265247,0.006329114,0.032786885,0.099827883,0.034695564,0,18.59702216
Teal & Mackrill Ltd,22128,0.02371321,0.07357212,0.034810127,0.016393443,0.065404475,0.00186607,0,18.56181103
"Plurichem, Lda",31300,0.043660204,0.104549855,0.037974684,0,0.070567986,0,0,18.53383894
Zakroma Kavkaza LLC,31235,0.053982424,0.075508228,0.034810127,0,0.101549053,0,0,18.51401062
Yesil Bursa Endustriyel Temizlik Sanayi ve Ticaret Limited Sirketi,32070,0.040312456,0.042594385,0.060126582,0,0.046471601,0,0,18.49423857
CLB MADENCİLİK MÜHENDİSLİK VE İMALAT SAN. TİC. LTD. ŞTİ,30617,0.055377319,0.084220716,0.015822785,0,0.166953528,0,0,18.49213515
HB Body SA,24652,0.010880179,0.049370765,0.012658228,0.049180328,0.061962134,0,0,18.47836502
ZAMBOTTO VERNICI SRL,15391,0.001394895,0.000968054,0.056962025,0.032786885,0.006884682,0,0,18.41216364
FARBE SRL,15099,0.062072814,0.029041626,0.025316456,0.016393443,0.110154905,0,0,18.40544692
Keramaks,28402,0.041428372,0.081316554,0.047468354,0,0.055077453,0,0,18.38478981
Lackfabrik Bäder GmbH & Co. KG,21524,0.013530478,0.03678606,0.025316456,0.032786885,0.084337349,0,0,18.35336258
Elixi GmbH,21169,0.006556005,0.010648596,0.009493671,0.049180328,0.027538726,0.04341544,0,18.31351017
JSC RESPECTA,22269,0.027060957,0.054211036,0.056962025,0,0.055077453,0,0,18.20987733
Mehrbaum GMBH,27646,0.031943088,0.211035818,0.009493671,0,0.082616179,0,0,18.17848844
SterilTec GmbH,21200,0.019110057,0.053242982,0.069620253,0,0.012048193,0,0,18.14411221
ANV Trader,18732,0.037662157,0.044530494,0.063291139,0,0.025817556,0,0,18.05873816
ELAPRO GmbH & Co. KG,22330,0.02106291,0.042594385,0.044303797,0.016393443,0.053356282,0,0,17.99012688
SUDLAC,13619,0.053982424,0.255566312,0.003164557,0,0.036144578,0,0,17.91757711
PEGAMENTOS DEL NOROESTE SA,20812,0.032780025,0.058083253,0.037974684,0,0.113597246,0,0,17.8179629
PLUM GRUP İÇ DIŞ TİCARET VE DANIŞMANLIK LİMİTED ŞİRKETİ,32868,0.042265309,0.069699903,0.044303797,0,0.065404475,0,0,17.72924385
SYNTEZIS Sp. z o. o,18511,0.044915609,0.185866409,0.015822785,0,0.060240964,0,0,17.71570602
Büttner s.r.o.,28899,0.053284977,0.09196515,0.022151899,0,0.118760757,0,0,17.63092396
Apollo Chemicals,21142,0.015483331,0.072604066,0.028481013,0.016393443,0.084337349,0,0,17.59612837
Cod Beck Blenders Ltds,13000,0.013390989,0.031945789,0.066455696,0,0.039586919,0,0,17.53732409
Leprinxol GmbH,6079,0.033198494,0.058083253,0.050632911,0,0.056798623,0,0,17.53060074
QUIMIND GREEN Lda,25911,0.025387083,0.148112294,0.034810127,0,0.036144578,0,0,17.44422311
MERTLER END. MAD. LTD. ŞTİ.,7665,0.033337983,0.048402711,0.060126582,0,0.025817556,0,0,17.40322893
FABRIENVAF NUCA S.L,32200,0.052029572,0.039690223,0.050632911,0,0.053356282,0,0,17.38038611
Ansell General Trading Co.,24477,0.019389036,0.029041626,0.066455696,0,0.032702238,0,0,17.34778424
"ISKRATEL, d.o.o.",35760,0.011856605,0.042594385,0.069620253,0,0.013769363,0,0,17.3350683
Hemani Industries Ltd.,2229,0.112289022,0.114230397,0.006329114,0,0.094664372,0,0,17.32501233
CDS,19598,0.033337983,0.071636012,0.044303797,0,0.063683305,0,0,17.29362446
MC-Bauchemie Müller GmbH & Co.KG,8326,0.023155252,0.14714424,0,0,0.170395869,0,0,17.03476805
Ricardo Molina,31256,0.040172967,0.097773475,0.015822785,0,0.139414802,0,0,17.03261918
EUROPA MID UNION,29926,0.022597294,0.152952565,0.028481013,0,0.049913941,0,0,16.96939257
VAN HAECKE,1169,0.016180778,0.122942885,0.047468354,0,0.010327022,0,0,16.96620516
"Vinagrerias del Penedes, SA",30890,0.017994141,0.034849952,0.063291139,0,0.032702238,0,0,16.93554438
Cyabond Kimya Ltd Sti,11476,0.031664109,0.037754114,0.053797468,0,0.053356282,0,0,16.89821896
"Espertis Strategic group, S.L.",28646,0.028316362,0.126815102,0.028481013,0,0.068846816,0,0,16.89511651
Florin,6152,0.023992189,0.223620523,0.003164557,0,0.077452668,0,0,16.88618035
Moonstar Enterprise Inc.,1365,0.119960943,0.170377541,0,0,0.046471601,0,0,16.84050424
Abifor AG,23197,0.028595341,0.057115198,0.03164557,0.016393443,0.058519793,0,0,16.8193191
OQEMA Sp. z o.o.,11426,0.047007951,0.056147144,0.03164557,0,0.104991394,0,0,16.73643839
Azur SA,2776,0.029153299,0.069699903,0.044303797,0,0.058519793,0,0,16.72940927
PPG Revocoat France,16089,0.016738736,0.063891578,0.018987342,0.032786885,0.04475043,0,0,16.62388263
HAMSA F&F BVBA,6317,0.025387083,0.07357212,0.025316456,0,0.13080895,0,0,16.55169881
Trading  House  Energostroyinvest,15210,0.018691589,0.019361084,0.07278481,0,0.00172117,0,0,16.5456542
Giralda sp. z o.o.,5249,0.002092342,0.001936108,0.079113924,0,0.010327022,0,0,16.54055845
Prelit AG,29599,0.044218162,0.115198451,0.022151899,0,0.082616179,0,0,16.53201933
Astrea d.o.o.,29707,0.033198494,0.030977735,0.034810127,0,0.125645439,0,0,16.45310867
Sino-Aluminas Ltd,34861,0.096247733,0.032913843,0.006329114,0,0.17383821,0,0,16.41581211
KARDEN ENDÜSTRİ KİMYA ÜRETİM PAZARLAMA SAN TİC LDT ŞTİ,30040,0.034732878,0.032913843,0.056962025,0,0.032702238,0,0,16.40985298
CT  Chemie Technik Polska Zbigniew Gruca,19156,0.029850746,0.12875121,0.018987342,0,0.092943201,0,0,16.37472624
DERMACOLOR SRL,1350,0.037662157,0.058083253,0.041139241,0,0.067125645,0,0,16.37140083
Møretyri AS,8911,0.023294741,0.030009681,0.034810127,0.016393443,0.063683305,0.002652485,0,16.35534862
ARDEX GmbH,11730,0.034593388,0.052274927,0.044303797,0,0.061962134,0,0,16.30228199
"Multi-Chemicals & Engineering Co., Ltd",24716,0.066954945,0.131655373,0,0,0.127366609,0,0,16.29884634
INTERALLIS CHEMICALS,8114,0.08662296,0.163601162,0,0,0.075731497,0,0,16.29778095
AVT Abfüll- und Verpackungstechnik GmbH,32793,0.03417492,0.171345595,0.006329114,0,0.094664372,0,0,16.27506713
AN-BO NANO TEK. ÜRÜN. VE EKO. ÇÖZ. SAN VE DIŞ TİC.LTD.ŞTİ.,25618,0.058027619,0.03678606,0.044303797,0,0.053356282,0,0,16.26925755
DENİZATI METAL VE MADENCİLİK TİC.LTD.ŞTİ.,28381,0.03933603,0.156824782,0.006329114,0,0.103270224,0,0,16.23737459
Fluid Science Ltd,2695,0.038638583,0.05517909,0.044303797,0,0.053356282,0,0,16.21945725
MNP Group Hungary Kft,32833,0.02887432,0.024201355,0.056962025,0,0.04302926,0,0,16.19765182
ERLER BOYA LTD STI,27740,0.051471614,0.089060987,0.009493671,0,0.144578313,0,0,16.15427991
FMT DOO Zaječar,35000,0.036406751,0.115198451,0.022151899,0,0.082616179,0,0,16.14144882
CHEMCOM d.o.o.,18654,0.04198633,0.143272023,0.015822785,0,0.074010327,0,0,16.12799098
Yenipınar kimya ltd.şti,24209,0.008787837,0.014520813,0.066455696,0,0.032702238,0,0,16.0916836
SURGAND IINDUSTRIE,19040,0.004184684,0.023233301,0.022151899,0.049180328,0.008605852,0,0,16.06763718
Raichem SpA,545,0.0053006,0.016456922,0.066455696,0,0.032702238,0,0,16.01412719
Honeywell Specialty Chemicals Seelze GmbH,25256,0.053563956,0.057115198,0.028481013,0,0.092943201,0,0,15.87732032
International Trade Services srl,29309,0.035709304,0.177153921,0.015822785,0,0.04130809,0,0,15.87312267
Do It Marketing Company,25209,0.017436184,0.002904163,0.066455696,0,0.030981067,0,0,15.85720991
Aquamax San S.r.l.,28820,0.029990236,0.041626331,0.037974684,0,0.092943201,0,0,15.82292512
ENGINZYME,35512,0.033756451,0.075508228,0.044303797,0,0.029259897,0,0,15.78698832
Β Μ MEDITERRANEAN SA,23453,0.015064863,0.044530494,0.041139241,0,0.091222031,0,0,15.76871747
"Brenntag Quimica, S.A.U.",16408,0.003626726,0.004840271,0.009493671,0.049180328,0.012048193,0.029816459,0,15.74220512
MOMENTIVE PERFORMANCE MATERIALS GMBH,16057,0.006137537,0.051306873,0.034810127,0.016393443,0.049913941,0.001066325,0,15.71526395
plasticsindustry s.a.,24656,0.026084531,0.131655373,0.025316456,0,0.055077453,0,0,15.70415894
Halbich Kunststoffe GmbH,8096,0.003347747,0.002904163,0.009493671,0.032786885,0.020654045,0.05878119,0,15.67952796
Firestop Internacional,8053,0.016738736,0.054211036,0.034810127,0,0.103270224,0,0,15.67302511
"TABA - Comércio Internacional, Lda.",27426,0.045055098,0.056147144,0.034810127,0,0.070567986,0,0,15.55053676
molecola srl,13390,0.016599247,0.029041626,0.060126582,0,0.024096386,0,0,15.51217939
DCT Czech s.r.o.,22285,0.017994141,0.076476283,0.025316456,0,0.113597246,0,0,15.46667465
N.Dimopoulos S.A.,21131,0.036406751,0.15392062,0.009493671,0,0.080895009,0,0,15.45985315
DUNA-Corradini S.p.A.,17386,0.021481378,0.114230397,0.012658228,0,0.122203098,0,0,15.42738923
FLORKİM KİMYA,25423,0.03682522,0.081316554,0.03164557,0,0.063683305,0,0,15.42036783
Brenntag Austria GmbH,411,0.007113963,0.021297193,0.009493671,0.032786885,0.037865749,0.036388356,0,15.40879201
Lidorr Elements,1983,0.03668573,0.034849952,0.025316456,0.016393443,0.063683305,0.002639155,0,15.36684453
OQEMA RO SRL,29604,0.033059004,0.141335915,0.018987342,0,0.056798623,0,0,15.35714545
BMP Progressive,28667,0.031664109,0.130687318,0.022151899,0,0.055077453,0,0,15.30182377
iGLUESYSTEMS GMBH,20037,0.061933324,0.051306873,0.015822785,0,0.12908778,0,0,15.28095581
Bunzen Kimya,31043,0.016459757,0.101645692,0.034810127,0,0.048192771,0,0,15.27693634
Safic Alcan Romania SRL,19941,0.019807505,0.076476283,0.015822785,0,0.144578313,0,0,15.20766198
Kluthe Ibérica SAU,19112,0.003487237,0.002904163,0.034810127,0.032786885,0.006884682,0.010075562,0,15.19076266
Karupoeg Puhh OÜ,33563,0.066396987,0.062923524,0.018987342,0,0.098106713,0,0,15.16882952
TBR Adesivos e Selantes,1288,0.064583624,0.154888674,0,0,0.082616179,0,0,15.10442384
NORAMUT LLC,33389,0.03152462,0.024201355,0.041139241,0,0.080895009,0,0,15.05889729
Klostermann Chemie GmbH & Co. KG,21084,0.035848793,0.103581801,0.025316456,0,0.060240964,0,0,15.04686903
Bartelt GmbH,31689,0.061654345,0.068731849,0.025316456,0,0.068846816,0,0,15.02494164
Hesse GmbH & Co. KG,15366,0.028734831,0.065827686,0.034810127,0,0.065404475,0,0,14.96037491
