Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points
Novonol GmbH,19108,0.004463663,0.07357212,0.003164557,0,0.018932874,0,0,5.481344262
ISOMATEX SA,28158,0.007392942,0.031945789,0.015822785,0,0.006884682,0,0,5.475727581
Unichem D.O.O.,29289,0.014227926,0.019361084,0.009493671,0,0.037865749,0,0,5.471472113
DURIEU S.A.,13384,0.003905705,0.017424976,0.018987342,0,0.012048193,0,0,5.466412039
Jean-Yves Ickonga Akindou,30590,0.006834984,0.008712488,0.012658228,0,0.04302926,0,0,5.460482157
INTRALABS,18142,0.001534384,0.002904163,0.025316456,0,0.003442341,0,0,5.457335518
SBR Tarım Ürünleri Gıda San. Ve Tic. A.Ş,32668,0.010880179,0.025169409,0.012658228,0,0.022375215,0,0,5.452885729
Adefy,12997,0.011438136,0.013552759,0.015822785,0,0.020654045,0,0,5.446803968
ATEREA SA,34131,0.019110057,0.005808325,0.015822785,0,0.020654045,0,0,5.443178322
Metlac Spa,22950,0.014227926,0.010648596,0.015822785,0,0.020654045,0,0,5.441085305
Ströh E-Commerce GmbH,34163,0.025805552,0.005808325,0.006329114,0,0.051635112,0,0,5.428272226
Aerochemica GmbH,25930,0.005579579,0.027105518,0.009493671,0,0.037865749,0,0,5.426276445
Kubilay Kimya ve Boya,11894,0.00251081,0.030009681,0.018987342,0,0,0,0,5.423492903
"Rota Glaciar, Lda.",19405,0.001534384,0.043562439,0.015822785,0,0,0,0,5.419398145
BASIT CHEMICALS,2693,0.003905705,0.043562439,0.009493671,0,0.022375215,0,0,5.390902165
BioTech Hungary Ltd.,31748,0.001115916,0.001936108,0.025316456,0,0.003442341,0,0,5.388009387
"ODO""ECOLINEGRUPP"" BELARUS",32882,0.014646394,0.029041626,0.009493671,0,0.025817556,0,0,5.374013001
Rowfer Limited,33975,0.014367415,0.012584705,0.015822785,0,0.017211704,0,0,5.37274816
Papalexatos OE - Gelato Italiano,19288,0.014088436,0.088092933,0,0,0.005163511,0,0,5.367244036
Good Retrail Trade KFT,34949,0.000836937,0,0.025316456,0,0.005163511,0,0,5.363313539
Dyo Boya,16352,0.007113963,0.072604066,0,0,0.027538726,0,0,5.362837753
Kosho Cosmetics AG,35038,0.009624773,0.022265247,0.015822785,0,0.012048193,0,0,5.36146761
Etkin Kimyevi Maddeler San. ve Tic. Ltd. Şti,16819,0.006834984,0.011616651,0.022151899,0,0,0,0,5.352961471
TAILORS - ROYAL PAINTS,2130,0.000557958,0,0.025316456,0,0.005163511,0,0,5.349364592
Waltice sas,16827,0.010182731,0.035818006,0.012658228,0,0.010327022,0,0,5.348033539
Vistachem Europe GmbH,17394,0.013669968,0.032913843,0.009493671,0,0.022375215,0,0,5.346685489
Brenntag Polska Sp. z o.o.,10592,0.0106012,0.031945789,0.003164557,0,0.051635112,0,0,5.342016415
Celanese Production Italy srl,30494,0.008508858,0.03678606,0.006329114,0,0.036144578,0,0,5.337797581
Kovacs & Partner Trading Ltd,28185,0.006695494,0.025169409,0.012658228,0,0.024096386,0,0,5.329710046
"Eumedica Pharmaceuticals Industries, SL",23471,0.01311201,0.013552759,0.012658228,0,0.029259897,0,0,5.327878856
Axalta Russian Coatings LLC,25490,0.00251081,0.012584705,0.018987342,0,0.015490534,0,0,5.326770791
InterNail Deutschland e.K.,10737,0.013530478,0.006776379,0.009493671,0,0.048192771,0,0,5.323715628
doo Dunav,32915,0.011717115,0.037754114,0.009493671,0,0.018932874,0,0,5.318939374
"Cabor química, S.L.",25995,0.012135584,0.019361084,0.012658228,0,0.024096386,0,0,5.311298246
Agrana Research & Innovation Center GmbH,33972,0.014367415,0.060019361,0.003164557,0,0.018932874,0,0,5.298893927
"TER AS PORTUGAL UNIPESSOAL, LDA",19766,0.034314409,0.038722168,0,0,0.032702238,0,0,5.286940761
PHARMACIE NOUVELLE LTD,1185,0.043520714,0.032913843,0,0,0.029259897,0,0,5.284722705
FDI,21761,0.00781141,0.01839303,0.009493671,0,0.04130809,0,0,5.274360665
Becker Farby Przemysłowe Sp. Z O.O,458,0.000557958,0,0.025316456,0,0.003442341,0,0,5.263306073
Ak-Kim Kimya San. ve Tic. A.Ş.,11617,0.010043242,0.010648596,0.018987342,0,0.008605852,0,0,5.262352856
Interspec SA,31239,0.0132515,0.021297193,0.009493671,0,0.032702238,0,0,5.261280661
Astron Chemicals,18174,0.007532431,0.033881897,0.009493671,0,0.025817556,0,0,5.260328409
OQEMA,15682,0.00516111,0.039690223,0.009493671,0,0.022375215,0,0,5.260061584
Maadlex OÜ,32902,0.016180778,0.031945789,0.009493671,0,0.018932874,0,0,5.251706261
"Yung Chi Paint & Varnish Mfg. Co., Ltd.",2255,0.040870414,0.034849952,0,0,0.029259897,0,0,5.249013131
Polyglokal -PGKL,29385,0.007253452,0.009680542,0.018987342,0,0.012048193,0,0,5.246577717
VITABAY C.V.,9455,0.016320268,0.008712488,0.012658228,0,0.029259897,0,0,5.246278192
B4plastics,2315,0.005858558,0.024201355,0.012658228,0,0.024096386,0,0,5.239460494
Sherman Chemicals,16968,0.004603152,0.005808325,0.006329114,0.016393443,0.003442341,0,0,5.237202235
Moonlight Health AB,24198,0.003487237,0.005808325,0.003164557,0.016393443,0.017211704,6.66E-07,0,5.237029859
Desabau GmbH,23495,0.008229879,0.046466602,0,0,0.049913941,0,0,5.230521113
Achitex Minerva Kimya Ltd.Şti.,23334,0.010880179,0.033881897,0.006329114,0,0.034423408,0,0,5.225096977
Wessely Ges.m.b.H.,31271,0.012554052,0.015488867,0.012658228,0,0.025817556,0,0,5.224669344
UFA COLOR GmbH,21061,0.015204352,0.035818006,0.009493671,0,0.015490534,0,0,5.224378749
Retrorega UAB,23824,0.0079509,0.021297193,0.006329114,0,0.049913941,0,0,5.223924476
Lihme Protein Solutions,34207,0.011856605,0.033881897,0.009493671,0,0.020654045,0,0,5.218361525
Eksparas Ltd,3204,0.011159157,0.025169409,0.012658228,0,0.017211704,0,0,5.208659116
Semitec GmbH,1791,0.008787837,0.01839303,0.006329114,0,0.051635112,0,0,5.206621705
SARCOM SRL,21256,0.003068768,0.022265247,0.015822785,0,0.015490534,0,0,5.205784398
ASTRA ITB DOO,18604,0.007113963,0.031945789,0.015822785,0,0.00172117,0,0,5.203603075
Vantage Leuna GmbH,32937,0.022457804,0.002904163,0.006329114,0,0.053356282,0,0,5.201735252
Nordtreat Finland Oy,4892,0.003905705,0.021297193,0.015822785,0,0.015490534,0,0,5.199228528
Grüter Chemie GmbH,25168,0.0079509,0.015488867,0.015822785,0,0.017211704,0,0,5.197130514
ImEx Chem Global,25967,0.006695494,0.039690223,0.003164557,0,0.04475043,0,0,5.189718764
JAK-KEM d.o.o.,19482,0.016180778,0.027105518,0.009493671,0,0.022375215,0,0,5.181809748
E-G Consulting,32163,0.011717115,0.049370765,0.006329114,0,0.017211704,0,0,5.180801989
Spac spa,25611,0.011298647,0.027105518,0.006329114,0,0.039586919,0,0,5.165376983
AVERY DENNISON MATERIALS EUROPE GMBH,24601,0.011159157,0.05517909,0.003164557,0,0.024096386,0,0,5.154643045
High Performance Battery Holding AG,27404,0.003905705,0.027105518,0.015822785,0,0.008605852,0,0,5.145410712
Altris AB,32848,0.012693542,0.033881897,0.006329114,0,0.030981067,0,0,5.143648092
IMCD Maroc S.A.R.L.,24078,0.008369368,0.041626331,0.006329114,0,0.027538726,0,0,5.142544061
KARTALLAR BOYA,17301,0.000418468,0.000968054,0.025316456,0,0,0,0,5.13261727
NATURIMITATION IMPORT EXPORT LDA,18695,0.007253452,0.031945789,0.015822785,0,0,0,0,5.124519028
IVS srl,17364,0.009903752,0.03678606,0.012658228,0,0.005163511,0,0,5.124311743
JSC Litnobiles,3054,0.010740689,0.029041626,0.012658228,0,0.012048193,0,0,5.123170979
FARBEN DERI TEKS. KONF. VE KİM.MAD.TİC.VE SAN.A.Ş.,23377,0.01311201,0.026137464,0.006329114,0,0.037865749,0,0,5.121583907
Soiltech bv,21400,0.011159157,0.028073572,0.006329114,0,0.037865749,0,0,5.1207467
Nummer Eins Chemicals,27453,0.004045195,0.006776379,0.018987342,0,0.015490534,0,0,5.113073736
"Garcoin Chemicals, S.L.",20384,0.012414563,0.032913843,0.009493671,0,0.018932874,0,0,5.111798189
MULTICHEM SP. Z O. O.,17919,0.000836937,0,0.025316456,0,0,0,0,5.10513798
Pigment Al sas,18982,0.006556005,0.079380445,0.003164557,0,0.003442341,0,0,5.101850948
SIA ILAN,32627,0.011577626,0.03678606,0.009493671,0,0.015490534,0,0,5.091445151
Sestriere Vernici,11840,0.007392942,0.03678606,0.012658228,0,0.006884682,0,0,5.084829741
PLANA S d.o.o.,33477,0.008927326,0.017424976,0.015822785,0,0.012048193,0,0,5.08458169
Prakash Chemicals International Pvt. Ltd.,1541,0.021341889,0.031945789,0,0,0.048192771,0,0,5.074022437
RECREUS,13288,0.011577626,0.072604066,0,0,0.017211704,0,0,5.069669784
Freudenberg Filtration Technologies,28750,0.005579579,0.020329138,0.015822785,0,0.012048193,0,0,5.062402459
HSH Group,23087,0.004324174,0.013552759,0.012658228,0,0.032702238,0,0,5.06060407
AQUAESTIL PLUS d.o.o.,19695,0.003766216,0.041626331,0.012658228,0,0.005163511,0,0,5.059448465
CASUSGRILL ApS,35262,0.011298647,0.016456922,0.012658228,0,0.022375215,0,0,5.038184754
Azelis Canada,9432,0.026084531,0.005808325,0,0,0.068846816,0,0,5.036983586
Briljant Motors BV,20050,0.003068768,0.003872217,0.022151899,0,0.005163511,0,0,5.035604564
Derbyshire Aggregates,30266,0.014227926,0.050338819,0,0,0.036144578,0,0,5.035566154
debolon dessauer bodenbeläge GmbH & Co. KG,16200,0.001534384,0.004840271,0.006329114,0.016393443,0.003442341,0,0,5.035361109
Lecifarma,24333,0.008090389,0.042594385,0,0,0.049913941,0,0,5.029935797
"Quimisea, Comércio de Produtos Quimicos",31680,0.008369368,0.044530494,0.006329114,0,0.022375215,0,0,5.029576633
ConVet GmbH & Co KG,27927,0.009624773,0.032913843,0.006329114,0,0.032702238,0,0,5.027865486
GIZ KOZMETIK,22620,0.009903752,0.043562439,0.003164557,0,0.034423408,0,0,5.027391376
Ameralabs,30784,0.008787837,0.016456922,0.006329114,0,0.049913941,0,0,5.023757764
BI-QEM Specialties S.P.A.,24053,0.009345794,0.066795741,0,0,0.024096386,0,0,5.011896025
Master Paints & Chemical Corp,8344,0.001952853,0.000968054,0.022151899,0,0.008605852,0,0,5.006717684
AGP VECTORIAL TRADE,20530,0.0079509,0.041626331,0.003164557,0,0.037865749,0,0,5.005060367
EMCC Dr. Rašek,31574,0.0079509,0.054211036,0,0,0.037865749,0,0,5.001384212
Apharma Sağlık Ürünleri A.Ş,22748,0.004742642,0.016456922,0.015822785,0,0.015490534,0,0,4.999061816
Anilo B.V.,23968,0.012833031,0.062923524,0,0,0.024096386,0,0,4.992647018
Chemap Agro,30942,0.009485284,0.005808325,0.009493671,0,0.046471601,0,0,4.986994668
Arts&Crafts Studio,27759,0.004045195,0.039690223,0.012658228,0,0.005163511,0,0,4.976591991
Laboratorios F. Durban,35715,0.015343842,0.027105518,0.009493671,0,0.018932874,0,0,4.967845867
Stucco italiano srl,33620,0.009066815,0.015488867,0.012658228,0,0.024096386,0,0,4.964248988
Italkem srl,7039,0.009485284,0.03678606,0.006329114,0,0.027538726,0,0,4.956326296
PROMONTING D.O.O.E.L.,32201,0.007532431,0.005808325,0.015822785,0,0.022375215,0,0,4.950355548
GE Smart UG (haftungsbeschränkt),31276,0.018831078,0.044530494,0.006329114,0,0.010327022,0,0,4.950252502
Magico srl,1899,0.02622402,0.013552759,0.003164557,0,0.046471601,0,0,4.945330379
Szórádi & Partners Ltd. (RADKA Group),14843,0.001952853,0.004840271,0.022151899,0,0.003442341,0,0,4.942152967
Quill International Chemicals,15780,0.004324174,0.020329138,0,0.016393443,0.008605852,0,0,4.941646721
TAT-Engineering,26127,0.009206305,0.015488867,0.009493671,0,0.036144578,0,0,4.940721708
Socane,27323,0.005858558,0.030977735,0,0,0.061962134,0,0,4.939921334
Diez Kimya ve Laboratuvar Ekipmanları,33002,0.011298647,0.027105518,0.009493671,0,0.022375215,0,0,4.937703178
Rakton,30835,0.01046171,0.010648596,0.009493671,0,0.039586919,0,0,4.933595456
"CRISOL COLOR, S. L.",32216,0.001813363,0.001936108,0.018987342,0,0.018932874,0,0,4.931585648
ASAHI KASEI Europe GmbH,29805,0.01046171,0.032913843,0.009493671,0,0.017211704,0,0,4.928097041
"Fakolith Chemical Systems,SLU",24191,0.008648347,0.005808325,0.015822785,0,0.020654045,0,0,4.920092815
M&P Paint & Coatings AB,33545,0.013669968,0.020329138,0.012658228,0,0.013769363,0,0,4.920069045
Jerva bv,24164,0.008648347,0.039690223,0,0,0.049913941,0,0,4.912625559
"Cerámica Malpesa, S.A.",23847,0.014925373,0.034849952,0,0,0.048192771,0,0,4.898404791
Gharda Chemicals Limited,2480,0.011159157,0.030009681,0,0,0.056798623,0,0,4.898373054
WayRay AG,23984,0.003068768,0.003872217,0.003164557,0.016393443,0.012048193,0.000359885,0,4.897047297
Wistema GmbH,6746,0.009903752,0.024201355,0.009493671,0,0.025817556,0,0,4.894867351
Fakin Media d.o.o.,33037,0.007532431,0.024201355,0.012658228,0,0.015490534,0,0,4.892861577
COVERPLAST,20483,0.007671921,0.025169409,0.015822785,0,0.00172117,0,0,4.892681995
Baumgarten Chemische Produkte,28409,0.008927326,0.022265247,0.006329114,0,0.04130809,0,0,4.890855902
Kesenler Kozmetik Paz. San. Tic. A.Ş.,30943,0.012833031,0.028073572,0.009493671,0,0.018932874,0,0,4.890708056
Dutch Resin Group B.V.,33845,0.005998047,0.050338819,0,0,0.04130809,0,0,4.882247781
CETMA SRL,33985,0.019528526,0.019361084,0.009493671,0,0.020654045,0,0,4.875916906
Berger Chemie GmbH,5212,0.000836937,0.002904163,0.022151899,0,0.005163511,0,0,4.875610278
HELENA LLEBARIA S.A.,5661,0.007532431,0.014520813,0.015822785,0,0.012048193,0,0,4.869628824
Novochem Ltd,11725,0.003487237,0.017424976,0.012658228,0,0.025817556,0,0,4.868133992
Blanco Czechia,20358,0.009206305,0.017424976,0.009493671,0,0.032702238,0,0,4.865410089
Ing. G. Linker GmbH,22171,0.006974473,0.021297193,0.009493671,0,0.030981067,0,0,4.861370837
Cosmetic Labsolutions,15987,0.005858558,0.012584705,0.015822785,0,0.015490534,0,0,4.861246761
Siderokem di Somma Filippo,29881,0.012414563,0.057115198,0,0,0.027538726,0,0,4.853424374
3M DEVELOPMENT BEOGRAD,34325,0.01311201,0.009680542,0.009493671,0,0.036144578,0,0,4.845590701
Sanomol GmbH,25939,0.010880179,0.023233301,0.003164557,0,0.049913941,0,0,4.834282447
Daga International GmbH,33665,0.010182731,0.023233301,0.006329114,0,0.037865749,0,0,4.829911834
Arplama,24862,0.005719068,0.015488867,0.015822785,0,0.012048193,0,0,4.82736338
Jassen GmbH,22497,0.005719068,0.01839303,0.009493671,0,0.034423408,0,0,4.825509484
FORTUNA KIMYA MUM. TIC. LTD STI,12670,0.003347747,0.000968054,0.022151899,0,0.003442341,0,0,4.818286859
Industrial Engineering Group s.r.o.,28453,0.013390989,0.011616651,0.012658228,0,0.020654045,0,0,4.814729783
Normet India Pvt Ltd,22498,0.000557958,0.001936108,0.022151899,0,0.005163511,0,0,4.813258621
Güvener Genel End. Mad. İth. İhr. San. ve Tic. Ltd. Şti.,25764,0.0079509,0.037754114,0.003164557,0,0.037865749,0,0,4.811449525
Eurowater AB,2727,0.036964709,0.015488867,0.003164557,0,0.030981067,0,0,4.804643576
TMD Friction EsCo GmbH / Automobilzulieferer,19833,0.008508858,0.011616651,0.018987342,0,0,0,0,4.80374376
Slovlak Košeca a.s.,21791,0.006416516,0.043562439,0.006329114,0,0.020654045,0,0,4.797472775
Soon Yong Brothers Group Partnership,34705,0.007532431,0.016456922,0.015822785,0,0.008605852,0,0,4.794317205
Essity,35113,0.010043242,0.014520813,0.012658228,0,0.020654045,0,0,4.792550552
Akcoat Advanced Chemical Coating Materials,17833,0.0026503,0.025169409,0.012658228,0,0.017211704,0,0,4.783216237
Remei Baltica OÜ,4177,0.019389036,0.028073572,0,0,0.048192771,0,0,4.782768967
Castpolymer,25603,0.006834984,0.007744434,0.009493671,0,0.04302926,0,0,4.779168054
Inpipe Sweden AB,28762,0.004463663,0.047434656,0.003164557,0,0.030981067,0,0,4.776880715
Pailac Paints,24771,0.00516111,0.021297193,0.009493671,0,0.030981067,0,0,4.770702682
Ferro Duo Gmbh,32599,0.013948947,0.014520813,0.006329114,0,0.04130809,0,0,4.754715261
Reincke Naturfarben,3674,0.009345794,0.011616651,0.009493671,0,0.036144578,0,0,4.754085339
Maston Oy,12820,0.008369368,0.067763795,0,0,0.018932874,0,0,4.753301862
WOCA Denmark,28785,0.002371321,0.000968054,0.003164557,0.016393443,0.005163511,0.004134718,0,4.750216053
Dorf Ketal B.V.,24545,0.006974473,0.012584705,0.015822785,0,0.012048193,0,0,4.744925509
OLEA Innovation,31349,0.008090389,0.008712488,0.003164557,0,0.065404475,0,0,4.743278998
Eskaro Oy,24846,0.008229879,0.040658277,0.006329114,0,0.020654045,0,0,4.742932798
Dansk Biobrændsel Aps,24490,0.007253452,0.052274927,0.003164557,0,0.022375215,0,0,4.728091138
Eltim Engineering,25924,0.012833031,0.01839303,0.006329114,0,0.037865749,0,0,4.720413276
Krahn Ceramics GmbH,28911,0.00781141,0.035818006,0.003164557,0,0.037865749,0,0,4.70766963
Bin Zayed Petroleum for Investment Ltd.,13753,0.007113963,0.035818006,0.006329114,0,0.025817556,0,0,4.703299017
ARCTIC,17501,0.007113963,0.030977735,0.012658228,0,0.005163511,0,0,4.694406011
TOZ PENKALA INTERNATIONAL d.o.o.,30537,0.006416516,0.060987415,0.003164557,0,0.013769363,0,0,4.691576093
Carlantics FZC,32167,0.014785884,0.026137464,0.006329114,0,0.027538726,0,0,4.68892647
Kora a.s.,1803,0.027060957,0.011616651,0,0,0.055077453,0,0,4.687753005
WARR Raketentechnik,32008,0.010880179,0.005808325,0.006329114,0,0.051635112,0,0,4.682003569
Krypton chemical,19782,0.001813363,0.010648596,0.018987342,0,0.005163511,0,0,4.678741884
finalDRAFT GmbH,25322,0.0053006,0.026137464,0.009493671,0,0.024096386,0,0,4.675456629
Ninlil Chic,33137,0.005021621,0.009680542,0.015822785,0,0.015490534,0,0,4.674191789
Europrotein,7814,0.020225973,0.007744434,0.009493671,0,0.027538726,0,0,4.674190825
Nordmann Rassmann Romania,21117,0.006556005,0.021297193,0.009493671,0,0.027538726,0,0,4.668330377
Ventraco Chemie BV,1341,0.029013809,0.021297193,0,0,0.04302926,0,0,4.6670131
Perfectos Printing Inks Co Ltd,31384,0.009206305,0.020329138,0.009493671,0,0.025817556,0,0,4.666384142
Chemist Kimya San. ve Tic. Ltd.Sti.,34754,0.005998047,0.012584705,0.012658228,0,0.024096386,0,0,4.665602441
Delta Engineering Services srl,22312,0.004603152,0.035818006,0.006329114,0,0.027538726,0,0,4.663817015
SOCAR TURKEY PETROL ENERJİ DAĞITIM SAN.VE TİC. A.Ş,25074,0.015343842,0.019361084,0,0,0.058519793,0,0,4.661235961
Huber GmbH,27171,0.005719068,0.048402711,0.006329114,0,0.013769363,0,0,4.660379881
Sempre Farby sp z oo,15942,0.001115916,0,0.022151899,0,0.003442341,0,0,4.658292574
Archoil,25976,0.005719068,0.028073572,0.012658228,0,0.008605852,0,0,4.651570185
W+S GmbH Lackchemie und Aerosol-Technik,18627,0.003905705,0.087124879,0,0,0.00172117,0,0,4.637587725
Navarosi,23366,0.012693542,0.017424976,0.003164557,0,0.049913941,0,0,4.634534338
Roditor & Philadelphia Srl,30164,0.009066815,0.013552759,0.006329114,0,0.04475043,0,0,4.63432302
Fifty-One Trading,33613,0.016180778,0.021297193,0.009493671,0,0.017211704,0,0,4.633217925
Omnicon A/S,2576,0.025387083,0.015488867,0,0,0.051635112,0,0,4.625553126
Kristal 1923 Veles,23301,0.010322221,0.030977735,0.006329114,0,0.025817556,0,0,4.621698353
Oxiquimica Agrociência Ltda,34792,0.028455852,0.020329138,0.003164557,0,0.030981067,0,0,4.621214249
SEMIN SAS,23061,0.002092342,0,0.003164557,0.016393443,0.012048193,0,0,4.618626657
SUPER KIM KIMYA VE TEKSTIL SANAYI TICARET LIMITED SIRKETI,13721,0.004324174,0,0.018987342,0,0.012048193,0,0,4.616086669
QUALY NATURE,33173,0.012135584,0.010648596,0.003164557,0,0.056798623,0,0,4.61205155
Ergül Enerji,35005,0.008787837,0.030977735,0.003164557,0,0.039586919,0,0,4.600535911
Dabul D Grup LTD,21093,0.006556005,0.056147144,0,0,0.029259897,0,0,4.5981523
MY-CHEM GmbH,27897,0.01841261,0.01839303,0,0,0.055077453,0,0,4.594154626
Kommi srlu,18550,0.007532431,0.06195547,0,0,0.022375215,0,0,4.593155798
ENA FARMA SAĞLIK ÜRÜNLERİ AŞ,20127,0.011019668,0.029041626,0.009493671,0,0.013769363,0,0,4.590267053
Silab,27592,0.006137537,0.008712488,0.006329114,0,0.051635112,0,0,4.590079604
Three Bond Europe,13400,0.002371321,0.009680542,0.018987342,0,0.003442341,0,0,4.572178548
ELVIART KALOIDAS S.A.,32610,0.021481378,0.020329138,0.006329114,0,0.024096386,0,0,4.561167891
Menexopoulos Bros  S.A.,31903,0.009345794,0.023233301,0.009493671,0,0.020654045,0,0,4.560391188
Civgin Painting and Chemicals,6887,0.002929279,0.014520813,0.015822785,0,0.010327022,0,0,4.553412681
Vettó Kft,29520,0.026642488,0.043562439,0,0,0.020654045,0,0,4.542948637
Pages Italia,23008,0.005579579,0.001936108,0.012658228,0,0.032702238,0,0,4.542541804
"AB ""Achema""",16519,0.017994141,0.037754114,0.003164557,0,0.022375215,0,0,4.539084933
nanoten d.o.o. (mateja žurej),18569,0.007113963,0.020329138,0.015822785,0,0,0,0,4.536712028
KEMET RV OÜ,21199,0.008508858,0.012584705,0.012658228,0,0.018932874,0,0,4.532967404
CRN BOYA KIMYA SAN TIC LTD STI,24697,0.007532431,0.013552759,0.012658228,0,0.018932874,0,0,4.5325488
Surespa Ltd,25312,0.007532431,0.022265247,0.003164557,0,0.048192771,0,0,4.532433854
Balder Ltd,21755,0.005021621,0.058083253,0,0,0.027538726,0,0,4.532179993
Stabilit Europa slu,7429,0.008229879,0.014520813,0.012658228,0,0.017211704,0,0,4.529765358
Savannah Lithium,20796,0.008229879,0.058083253,0,0,0.024096386,0,0,4.520475842
CBCN Ltd,31391,0.013809457,0.014520813,0.009493671,0,0.024096386,0,0,4.520066982
Sopes Srl,33608,0.008090389,0.045498548,0.003164557,0,0.024096386,0,0,4.517177524
APPA Polska Adrianna Żukowska,32658,0.011019668,0.022265247,0,0,0.056798623,0,0,4.504176897
Empathy Aviation LTD,19304,0.006137537,0.003872217,0.003164557,0.016393443,0.00172117,4.67E-05,0,4.502811284
TENKA BEST,24470,0.005579579,0.015488867,0.009493671,0,0.030981067,0,0,4.501209839
Chemical Solutions Ingenieurbüro,22864,0.007113963,0.030009681,0.006329114,0,0.027538726,0,0,4.498941273
SNB Thailand,32986,0.009066815,0.017424976,0.006329114,0,0.037865749,0,0,4.483699783
Sas Commedelapierre (HEVESSY),30966,0.016459757,0.032913843,0.003164557,0,0.027538726,0,0,4.478527732
MinAscent Leuna Production GmbH,33890,0.012275073,0.017424976,0.006329114,0,0.034423408,0,0,4.471995632
Kutis Skincare,33082,0.011019668,0.023233301,0.009493671,0,0.017211704,0,0,4.471967829
Resin Building Products LTD,16963,0.003905705,0.019361084,0.012658228,0,0.015490534,0,0,4.469511715
BOYKİMDERİ KİMYA.,27520,0.014088436,0.01839303,0.009493671,0,0.018932874,0,0,4.469451212
Belcat Bt.,31519,0.016320268,0.024201355,0.003164557,0,0.036144578,0,0,4.466221463
Huvepharma Italia,20019,0.006974473,0.066795741,0,0,0.015490534,0,0,4.463037378
Oxford PV,28142,0.005579579,0.054211036,0,0,0.029259897,0,0,4.452525564
IZEL KIMYA SANAYI VE TICARET ANONIM SIRKETI,12531,0.007671921,0.010648596,0.009493671,0,0.032702238,0,0,4.449871908
SOCOMORE,2049,0.007392942,0.015488867,0.003164557,0,0.053356282,0,0,4.444815966
"Pegamentos Oro, S.L.U.",17764,0.008229879,0.048402711,0.006329114,0,0.006884682,0,0,4.441686324
Tealith ltd,32319,0.006556005,0.021297193,0.012658228,0,0.010327022,0,0,4.440656572
AXK-AGRO,23335,0.007113963,0.025169409,0.006329114,0,0.030981067,0,0,4.42904476
GMS GmbH,3625,0.005021621,0.017424976,0.012658228,0,0.015490534,0,0,4.428502081
Sigurd Asvaldsson co,27545,0.004882131,0.004840271,0.015822785,0,0.015490534,0,0,4.425203763
IBERQUIM PRODUCTS S.L.U,18274,0.020365462,0.031945789,0,0,0.036144578,0,0,4.422791484
Manufacturas Ceylan S.L,23499,0.006556005,0.035818006,0.006329114,0,0.020654045,0,0,4.417225564
CleanTech Company Sp. z o.o.,35500,0.008927326,0.01839303,0.012658228,0,0.010327022,0,0,4.414014488
Spectra spol. s r. o.,34032,0.012693542,0.011616651,0.009493671,0,0.025817556,0,0,4.405121583
Key Organics Ltd,26114,0.007532431,0.021297193,0.012658228,0,0.008605852,0,0,4.403419366
Medichem Nano Teknoloji San. ve Tic. A.Ş.,17145,0.005579579,0.023233301,0.012658228,0,0.008605852,0,0,4.402582159
Solcan,33591,0.006556005,0.019361084,0.009493671,0,0.024096386,0,0,4.399407916
CHEMADD COMPANY FOR CHEMICALS LTD.,6372,0.031245641,0.053242982,0,0,0.003442341,0,0,4.396548168
Electroarges SA,29327,0.0132515,0.052274927,0,0,0.022375215,0,0,4.395082103
Potens Yapı ve Kimya San. Tic. Ltd. Şti,31498,0.011298647,0.030009681,0,0,0.046471601,0,0,4.388996409
LANXESS Deutschland GmbH (Busines Unit GPL),21821,0.008927326,0.027105518,0.009493671,0,0.013769363,0,0,4.38884453
Von Roll Schweiz AG,17749,0.006416516,0.050338819,0,0,0.030981067,0,0,4.386820083
CHEMICAL LAB d.o.o.,30925,0.01827312,0.019361084,0.009493671,0,0.012048193,0,0,4.382854046
Geo Organics LLC,35348,0.011438136,0.017424976,0.009493671,0,0.020654045,0,0,4.374592026
Duebi srl,29560,0.015343842,0.016456922,0.003164557,0,0.04302926,0,0,4.374412544
Wolfsakker Hout Texel,35210,0.009345794,0.012584705,0.009493671,0,0.027538726,0,0,4.372195451
Vinyl Kft.,17144,0.012275073,0.016456922,0.009493671,0,0.020654045,0,0,4.368036156
PYRSOS,18506,0.01046171,0.022265247,0.006329114,0,0.029259897,0,0,4.365165471
L'Erbolario srl,32964,0.009624773,0.01839303,0.012658228,0,0.008605852,0,0,4.362828336
Ilgazlar İnşaat,31606,0.011856605,0.022265247,0.006329114,0,0.027538726,0,0,4.348851686
Sappi Rockwell Solutions Ltd,29090,0.00781141,0.053242982,0,0,0.025817556,0,0,4.343597389
ORI Real Estate NO,23890,0.007532431,0.028073572,0.006329114,0,0.025817556,0,0,4.337000753
Tradium GmbH,32136,0.008229879,0.010648596,0.012658228,0,0.017211704,0,0,4.336154516
Magis pharma,18666,0.003905705,0.01839303,0.012658228,0,0.013769363,0,0,4.335050484
Maral Coatings BV,22941,0.009345794,0.053242982,0,0,0.024096386,0,0,4.334258077
PWG,1765,0.022318315,0.015488867,0.003164557,0,0.036144578,0,0,4.330499425
Petrofer Chemie H.R. Fischer GmbH & Co. KG,1830,0.004882131,0.011616651,0.006329114,0,0.04475043,0,0,4.328283396
INK SERVICE SRL,22075,0.001115916,0.005808325,0.018987342,0,0.003442341,0,0,4.315797445
